Base Word,Level
readership,C1
readily,B2
readiness,C1
reading,A1
readjust,C1
ready,A1
real,A2
realistic,B1
realistically,C1
reality,B2
realization,C1
realize,B1
"realize an ambition/dream/goal, etc.",C1
really,A1
Really?,A2
realm,C2
reap the benefits/profits/rewards,C2
rear,B2
rearrange,B2
reason,A2
reasonable,B1
reasonably,B2
"reasonably good/successful/well, etc.",B2
reasonably priced,B1
reasoning,C2
reassurance,C2
reassure,C1
reassuring,C1
rebel,B2
rebellion,C1
rebellious,C1
rebuild,B1
recall,B2
receipt,A2
receive,A2
recent,B1
recently,B1
reception,B1
receptionist,A2
receptive,C2
recession,B2
recharge,C1
recharge your batteries,C2
recipe,B1
reckless,C2
reckon,B2
reckon on sth/doing sth,C2
reckon with sth,C2
recognition,C2
recognize,B1
recollect,C2
recollection,C2
recommend,B1
recommendation,B2
reconcile,C2
reconcile yourself to sth,C2
reconsider,C1
reconstruct,C1
reconstruction,C1
record,A2
recording,B1
recover,B1
recovery,B2
recreate,C1
recreation,B2
recreational,C2
recruit,C1
recruitment,C1
rectangle,C1
rectangular,B2
rectify,C1
recur,C2
recycle,B1
recycled,B1
recycling,B1
red,A1
red tape,C2
redevelop,C1
redevelopment,C1
redistribute,C2
reduce,B1
reduce sb to sth/doing sth,C2
reduce sth to sth,C2
reduction,B2
redundancy,C1
redundant,B2
refer sb/sth to sb/sth,C2
refer to sb/sth,B2
refer to sth,C2
referee,B2
reference,B2
referendum,C2
refine,C2
refined,C2
reflect,B2
reflection,B2
reform,C2
refrain,C2
refresh,C1
refreshing,C1
refreshments,B1
refuge,C2
refugee,B2
refund,B1
refusal,C1
refuse,B1
regain,B2
regard,B2
regarding,B1
regardless,C2
regardless of,C1
regards,B1
regime,C2
region,B1
regional,B2
register,B1
registration,B1
regret,B1
regular,B1
regularly,B1
regulate,C1
regulation,B2
rehearsal,B2
rehearse,C1
reign,C1
reinforce,C1
reject,B2
rejection,C2
relate,C2
relate to sb,C1
relate to sb/sth,C1
related,B2
relation,B1
relations,B2
relationship,B1
relative,B1
relative to sth,C2
"relatively good/bad/cheap, etc.",B2
relax,B1
relaxation,B1
relaxed,B1
relaxing,B1
release,B2
relentless,C2
relentlessly,C2
relevance,C1
relevant,B2
reliability,C1
reliable,B1
reliance on sb/sth,C2
relief,B2
relieve,C2
relieve sb of sth,C2
relieved,B2
religion,B1
religious,B2
relish,C2
relocate,C1
reluctant,C1
reluctantly,C1
rely on/upon sb/sth,B2
remain,B2
"remain a secret/mystery, etc.",B2
"remain at/in/with, etc.",B2
"remain calm/open, etc.",B1
remaining,B2
remains,B2
remark,B2
remarkable,B2
remarkably,C1
remedy,B2
remember,A1
remember to do sth,A2
remind,B1
remind sb of sth/sb,B1
reminder,C1
remorse,C2
remote,B2
remote control,B1
remove,B1
render,C1
renew,B2
renewable,C1
renewal,C1
renovate,C1
renovation,C1
renowned,C2
rent,A2
reorganize,C1
repair,A2
repay,B2
repeat,A2
repeated,C2
repeatedly,C1
repetition,C2
repetitive,C1
replace,B1
replacement,B2
reply,B1
report,B1
reportedly,C2
reporter,B1
represent,B2
representation,C2
representative,B2
reproach,C2
reproduce,C1
reproduction,C1
reptile,C1
republic,C1
reputable,C1
reputation,B2
request,B1
require,B1
require sb to do sth,B2
requirement,B2
rescue,B1
research,B1
researcher,B2
resemblance,C2
resemble,C1
resent,C2
resentment,C2
reservation,B1
reserve,B1
reserved,C2
residence,C2
resident,B2
residential,B2
resign,B2
resign yourself to sth,C2
resignation,C2
resilience,C2
resilient,C2
resist,B2
resistance,C2
resolution,C2
resolve,C1
resort,B1
resort to sth/ doing sth,C2
resource,B2
resourceful,C2
respect,B1
respectable,B2
respected,B2
respectful,C1
respectfully,C2
respective,C1
respectively,C1
respond,B2
response,B2
responsibility,B2
responsible,B2
rest,A2
"rest (sth) on/against, etc.",C2
"rest your eyes/feet/legs, etc.",B2
restart,C1
restaurant,A1
restless,C1
restore,B2
restrain,C1
restraint,C2
restrict,C1
restricted,C1
restriction,C1
restrictive,C2
restructure,C2
result,B1
result in sth,B2
resume,C1
retail,C1
retailer,C2
retain,C2
retention,C2
rethink,C1
retire,B1
retired,B2
retirement,B2
retrace your steps,C2
retreat,C2
"retreat to/into, etc.",C2
retrieve,C2
return,A2
return to normal,C1
return to sth,B2
reunion,C2
reveal,B2
revelation,C2
revenge,B2
revenue,C1
reversal,C2
reverse,B2
reversible,C2
revert to sth/doing sth,C2
review,B1
revise,B1
revision,B1
revival,C2
revive,C2
revolt,C2
revolution,B2
revolutionary,B2
reward,B1
rewarding,C1
rewrite,B2
rhyme,C2
rhythm,B2
rib,B2
ribbon,C2
rice,A1
rich,A2
riches,C2
richness,C1
ride,A1
rider,B1
ridiculous,B2
right,A1
right away/now/after,B1
right-hand,A2
rightly,B2
right-wing,C2
rigid,C2
ring,A2
ring (sb) up or ring up (sb),B1
ring a bell,C2
ring hollow,C2
ring sb back,B1
riot,C1
rip,B2
rip sb off,C2
"rip sth out/off/from, etc.",C1
ripe,B2
ripe for sth,C2
rip-off,C1
rise,B1
"rise to/through, etc.",C2
risk,B2
risky,B2
ritual,C2
rival,C1
rivalry,C2
river,A1
road,A1
roar,C2
roast,A2
rob,B1
rob sb of sth,C2
robbery,B2
robot,B1
rock,A2
rock the boat,C2
rocket,B2
rocky,C1
role,B1
role model,C1
roll,B1
"roll (sth) across/around/over, etc.",B2
"roll down/in/off, etc.",B2
roll your eyes,C2
romance,B1
romantic,B1
roof,A2
room,A1
room for improvement,C1
roommate,B2
root,B2
roots,B2
rope,B2
rose,B1
rosy,C2
rot,C2
rotten,B2
rough,B1
roughly,B2
round,A2
round and round,B2
round of applause,C2
roundabout,A2
route,B1
routine,B1
row,B1
royal,B2
rub,B2
rub it in,C2
rub out sth or rub sth out,B2
"rub sth into/on, etc.",B2
rubber,A2
rubbish,B1
rude,B1
rudely,C1
rudeness,C1
rug,B1
rugby,A2
ruin,B1
rule,B1
rule out sb/sth or rule sb/sth out,C2
ruler,A2
ruling,C2
rumour,B2
run,A1
run around,C2
run away,B2
run down sb/sth or run sb/sth down,C1
run into sb,B2
run into sth,B2
run on sth,C1
run out,B1
run over sb/sth or run sb/sth over,B2
run riot,C2
"run sth along/over/through, etc. sth",C2
run the risk of sth,C2
run through sth,C2
run up against sth,C2
run wild,C2
runner,A2
running,A2
running water,C1
runway,C1
rural,B2
rush,B2
rush hour,B2
rush into sth,C1
rush to do sth,B2
rusty,B2
ruthless,C2
sack,B2
sacred,C1
sacrifice,C1
sad,A1
sadden,C2
saddle,C2
saddle sb with sth,C2
sadly,B2
sadness,B2
safe,A1
safe and sound,C2
safe to say,C1
safely,B1
safety,B2
sail,B1
sailing,A2
sailor,B1
saint,C1
salad,A2
salary,B1
sale,B2
sales,B2
salesman,B1
salesperson,A2
saleswoman,B1
salmon,B1
salon,B2
salt,A1
salty,B2
same,A1
sample,B2
sanction,C2
sand,B1
sandal,B1
sandwich,A1
sandy,B1
sane,C2
sarcastic,C2
satellite,B2
satisfaction,B2
satisfactorily,C1
satisfactory,B2
satisfied,B1
satisfy,B2
"satisfy conditions/needs/requirements, etc.",C1
Saturday,A1
sauce,A2
saucepan,B1
saucer,B1
sausage,A2
save,A2
save a goal,B2
save sb (from) doing sth,C1
saving,C1
savings,B2
say,A1
say sth to yourself,C1
saying,C2
sb will kill sb,A2
sb/sth at large,C2
sb/sth in question,C2
sb/sth of note,C2
"sb's attention/mind/thoughts, etc. wander",C2
sb's best/last/only hope,C2
"sb's breadth of experience/knowledge/interest, etc.",C2
sb's call,B1
sb's fault,B1
sb's finances,B2
"sb's line of reasoning/thinking, etc.",C2
sb's looks,C2
sb's past,B1
sb's prospects,B2
"sb's rise to fame/power, etc.",C2
sb's strong point,C1
sb's travels,C1
sb's whereabouts,C2
sb's youth,B2
sb's/sth's clutches,C2
scale,B2
scales,B2
scan,C1
scandal,B2
scar,B2
scarce,C1
scarcely,C2
scarcity,C2
scare,C1
scare sb away/off or scare away/off sb,C1
scare sb/sth away/off or scare away/off sb/sth,C1
"scare the hell/life/living daylights, etc. out of sb",C2
scared,B1
scarf,A2
scary,B1
scattered,C2
scenario,C2
scene,B1
scenery,B1
scenic,C1
scent,B2
sceptical,C2
schedule,B2
scheduled,B2
scheme,B2
scholar,C1
scholarship,C1
school,A1
schoolchild,A2
schooling,C2
science,A2
science fiction,B1
scientific,B1
scientifically,B2
scientist,B1
scissors,A2
scooter,A2
scope,C1
score,B1
"scramble down/out/up, etc.",C2
scrap,C2
scratch,B2
scream,B1
screen,A2
script,B2
"scroll up/down/through, etc.",C2
scruffy,C2
scrutiny,C2
sculpture,B1
sea,A1
seal,B2
seal off sth or seal sth off,C2
search,B1
season,B1
seasonal,B2
seat,A2
"seat 4/12/200, etc.",C2
secluded,C2
second,A1
"second/third, etc. day/week, etc. running",C2
secondary,B1
secondary school,B1
second-hand,B1
secondly,B2
secret,B1
secretary,A2
secretly,B1
section,B1
sector,C1
secure,B2
security,B1
sedentary,C2
seduce,C2
see,A1
see eye to eye (with sb),C2
see off sb or see sb off,B2
see red,C2
see sense,C2
see that,C2
see through sb/sth,B2
see to sth/sb,B2
see you,A1
see you later,A1
"see you later/soon/tomorrow, etc.",A1
see you soon,A1
seed,B2
seek,B2
"seem happy/a nice person, etc.",B1
"seem like/as if/to, etc.",B1
seemingly,C1
seize,B2
seize a chance/opportunity,B2
seldom,B2
select,B1
selection,B2
selective,C1
self,C1
self-assurance,C2
self-assured,C2
self-awareness,C2
self-catering,C1
self-centred,C1
self-confidence,B2
self-confident,B2
self-conscious,C1
self-control,C2
self-discipline,C2
self-esteem,C1
selfish,B1
selfishness,C1
self-made,C2
self-reliance,C2
self-reliant,C2
self-respect,C2
self-service,B1
self-sufficient,C2
sell,A2
sell for/at sth,A2
sell like hot cakes,C2
sell out,B2
seller,B1
semicolon,B2
semi-detached,C1
semi-final,B2
seminar,B2
send,A1
send for sb,C2
send off sth or send sth off,B2
send shivers/a shiver down your spine,C2
send sth back or send back sth,B1
send sth out or send out sth,C2
senior,B2
sensation,B2
sensational,C1
sense,B1
senseless,C2
sensibility,C2
sensible,B1
sensibly,C1
sensitive,B2
sensitivity,C1
sentence,A1
sentiment,C2
sentimental,C2
separate,B1
separately,B2
separation,B2
September,A1
sequence,C1
serene,C2
serenity,C2
serial,C1
series,B1
serious,B1
seriously,B1
servant,B2
serve,A2
serve a/the purpose,C2
server,B1
service,B1
session,B1
set,A2
set a date/time (for sth),B1
set a record,B2
set an example,B2
set back sb/sth or set sb/sth back,C1
set fire to sth; set sth on fire,C2
set foot in/on sth,C1
"set guidelines/standards, etc.",C2
set off,B1
set off sth or set sth off,C2
set out,B1
set out sth or set sth out,B2
set sail,C2
set sb/sth free,B2
"set sth down/on, etc.",C2
set up sth or set sth up,B1
set your sights on sth,C2
set/start the ball rolling,C2
setback,C1
setting,B2
settle,B2
settle (sb) down,C2
settle down,B2
settle in,C1
settlement,C1
seven,A1
seventeen,A1
seventh,A2
seventy,A2
several,A2
severe,B2
severely,B2
severity,C2
sew,B1
sewing,C1
sex,B1
sexual,B2
sexy,B2
shabby,C1
shade,B1
shadow,B1
shake,B1
shake hands,B1
shake off sth or shake sth off,C2
shake up sb or shake sb up,C2
shake up sth or shake sth up,C1
shake your head,B2
shaken,C2
shall,A2
shall I/we...?,A2
shallow,B2
shame,C1
shameful,C1
shampoo,A2
shape,B1
share,A2
"share your problems/thoughts/ideas, etc.",C1
shark,B1
sharp,B1
sharpen,C2
sharply,B2
shattered,C2
shave,B1
she,A1
shed,B2
shed light on,C2
shed tears,C1
sheep,A1
sheer,C1
sheet,B1
shelf,A2
shell,B2
shelter,B2
"shelter from/in/under, etc.",C2
shield,C1
shift,B2
shine,B1
shiny,B1
ship,A2
shirt,A1
shiver,B2
shock,B1
shocked,B1
shocking,B1
shoe,A1
shoot,B1
"shoot across/out/up, etc.",C2
shooting,B2
shop,A1
shop assistant,A2
shopkeeper,B2
shopping,A1
shore,B1
short,A1
shortage,B2
shortcoming,C1
shorten,C1
shortly,B2
shortly afterwards; shortly after/before sth,B1
shorts,A2
short-sighted,C2
short-term,B2
shot,B2
should,A2
shoulder,B1
shout,A2
show,A1
show off,B2
show sb around/round,B1
show sb what to do/how to do sth,B1
show up,B1
shower,A1
shower sb with sth,C2
shrewd,C2
shrink,B2
shrug,C2
shudder,C2
shut,A2
shut (sb) up,B2
shut (sth) down or shut down (sth),B1
shuttle,C1
shy,B1
shyness,C1
sibling,C2
sick,A2
sickness,B2
side,A2
side by side,B2
side effect,C1
sideways,C2
sigh,B2
sight,B1
sightseeing,A2
sign,A2
sign up,B1
signal,B2
signature,B1
significance,C1
significant,B2
significantly,B2
signpost,B1
silence,B1
silent,B1
silently,B2
silk,B1
silly,B1
silver,A2
similar,B1
similarity,B2
similarly,C1
simple,A2
simplicity,C1
simplification,C2
simplify,C1
simply,B2
simulation,C1
simultaneous,C1
simultaneously,B2
sin,C2
since,A2
sincere,C1
"sincere apologies/thanks, etc.",C1
sincerely,C1
sincerity,C2
sing,A1
singer,A2
singing,A2
single,A2
single parent,B1
single ticket,B1
"single/double, etc. figures",C2
singular,A2
sink,A2
sip,C1
sir,B1
siren,C2
sister,A1
sister-in-law,B2
sit,A1
"sit sb down/at/in, etc.",C2
sit up/stand up straight,B2
site,A2
sitting room,A2
situation,B1
six,A1
sixteen,A1
sixth,A2
sixty,A2
size,A2
skate,A2
skateboard,A2
skateboarding,A2
skating,A2
skeleton,B2
sketch,C1
sketch sth out,C2
ski,B1
skiing,A2
skilful,B2
skill,B1
skilled,B2
skin,B1
skip,B2
skirt,A1
skull,C2
sky,A2
slam,B2
"slam sth down/onto/into, etc.",B2
slang,C1
slap,B2
slash,B2
slaughter,C2
slave,B2
slavery,C1
sleep,A1
sleep on it,C2
sleep with sb,C2
sleepy,B1
sleeve,B1
slender,C2
slice,A2
"slide (sth) across/down/along, etc.",B2
slight,B2
slightly,B2
slim,A1
slip,B1
slip away,C2
slip out,C2
"slip out/through, etc.",C2
"slip sth into/through, etc.",C2
slip up,C2
slip your mind,C2
slippery,C1
slogan,C1
slope,B2
slot,C1
slow,A1
slow (sb/sth) down/up or slow down/up (sb/sth),B2
slow down,B2
slowly,A2
small,A1
smart,B1
smash,B2
smell,B1
"smell of/like; smell delicious/horrible, etc.",B1
smile,B1
smog,C1
smoke,A1
smoker,B2
smoking,A1
smoky,C2
smooth,B1
smoothly,B2
smuggle,C1
snack,A2
snake,A2
snap,C2
snap (sth) open/shut/together,C2
snatch,C2
sneak a look/glance at sb/sth,C2
"sneak into/out/around, etc.",C2
"sneak sth into/out of/through, etc.",C2
sneeze,B2
sniff,C2
snob,C2
snobbish,C2
snore,B2
snow,A1
snowboard,B1
snowboarding,A2
so,A2
so (that),B1
so as not to do sth,C1
so as to,B2
"so did we/so have I/so is mine, etc.",B1
so far,B1
so far so good,C2
so much for...,C2
so to speak,C2
soak,B2
soak up sth or soak sth up,B2
soaked,B2
soaking,B2
soap,A2
soap opera,B1
soar,C2
soaring,C1
sob,B2
sober,C2
so-called,B2
sociable,B1
social,B1
social networking,B1
socialism,C2
socialist,C1
socialize,B2
society,B1
sock,A2
sofa,A2
soft,A2
soft drink,A2
softly,B1
softness,B2
software,A2
soil,B2
solar,B2
soldier,B1
sole,C1
solely,C1
solicitor,C1
solid,B2
"solid gold/silver/wood, etc.",C1
solidarity,C1
solitary,C2
solitude,C1
solo,B2
solution,B1
solve,B1
some,A1
some kind of,B1
somebody,A2
somehow,B1
someone,A2
something,A1
something like,C2
something of a sth,C2
sometimes,A1
somewhat,C1
somewhere,A2
"somewhere around/between, etc.",B2
son,A1
song,A2
son-in-law,B2
soon,A2
sooner or later,B2
soothing,C2
sophisticated,B2
sore,B1
sorrow,C2
sorry,A1
sort,A2
sort of,B2
sort out sth or sort sth out,B2
soul,A2
sound,A2
"sound angry/happy/rude, etc.",B2
"sound good/interesting/strange, etc.",A2
sound like/as if/as though,B1
soundtrack,B2
soup,A1
sour,B1
source,B2
south,A2
southeast,B1
southern,B1
southwest,B1
souvenir,B1
sow,C1
soya,C1
space,A2
spacious,C1
spade,C2
spam,C1
spare,B1
spare a thought for sb,C2
"spare no effort/expense, etc.",C2
spare time,A2
spark,C2
sparkling,B2
sparkling water/wine,B1
sparsely,C2
speak,A1
speak about/of sth,B1
speak for/on behalf of sb,C1
speak up,B2
speak volumes,C2
speak your mind,C2
speaker,A2
speaks for itself,C2
special,A2
special attention/care/treatment,B2
special offer,B1
specialist,B2
speciality,C1
specialize,B2
specially,B1
species,B2
specific,B2
specifically,C1
specification,C1
specify,B2
specimen,C2
spectacular,B1
spectator,B2
spectrum,C1
speculate,C2
speculation,C1
speech,B1
speechless,C1
speed,B1
spell,A2
spelling,A2
spend,A2
spending,C2
sphere,C1
spice,B1
spicy,B1
spider,B1
spill,B1
spin,C1
spin (sb) around/round,C2
spinach,B1
spine,C1
spirit,B2
spiritual,B2
spiritually,C2
spit,C2
spite,C2
splash,B2
"splash about/around/through, etc.",B2
splash out,C2
splendid,C1
splendour,C2
split,B2
split up,B1
spoil,B1
spokesman,C1
spokesperson,C1
sponsor,B2
sponsorship,C1
spoon,A2
sport,A1
sports,B1
sports centre,A2
sporty,C1
spot,B1
spotless,C2
spotlight,C2
spouse,C2
spray,B2
spread,B2
spread out,B2
spreadsheet,B2
spring,A2
"spring back/forward/out, etc.",C2
spring from sth,C2
spring to mind,C2
spring up,C2
sprinkle,C2
spur,C2
spy,B1
spy on sb,C2
squad,C2
squander,C2
square,A2
squash,B1
squeak,C2
squeaky,C2
squeeze,B2
squeeze (sb/sth) in/squeeze (sb/sth) into sth,B2
squeeze sb/sth in or squeeze in sb/sth,C2
"squeeze through/past, etc.",C1
stab,B2
stability,C1
stable,C1
stadium,A2
staff,A2
stage,A2
"stage a concert/show, etc.",C2
stagger,C2
staggering,C1
stain,B2
staircase,C1
stairs,A2
stale,C1
stall,B1
stamina,C1
stamp,A2
stance,C2
stand,A2
"stand (sth) in/against/by, etc. sth",B2
stand a chance,C2
stand at sth,C1
stand back,B2
stand by sb,B2
stand for sth,B2
stand in,C2
stand out,B2
stand to gain/lose sth,C2
stand trial,C2
stand up for sth/sb,B2
stand up sb or stand sb up,B2
stand up to sb/sth,C1
stand your ground,C2
standard,B2
standard of living,B2
standpoint,C2
star,A2
stardom,C2
stare,B2
start,A1
start (sth) off or start off(sth),B1
start out,C1
starvation,C2
starve,C1
starving,B2
state,B2
statement,B2
state-of-the-art,C1
station,A1
statistic,C1
statistical,C1
statistics,B2
statue,B1
status,C1
status symbol,C1
stay,A1
stay away from sth,C1
stay behind,B1
stay in,B1
stay on,C1
stay out,B2
stay out of sth,C2
stay over,B2
stay put,C2
stay up,B2
steadily,B2
steady,B2
steady job/work,C2
steady/strong nerves,B2
steak,A2
steal,A2
steam,B2
steel,B2
steep,B1
steer,B2
steer clear of sb/sth,C2
steering wheel,B2
stem from sth,C1
step,B1
"step back/forward/over, etc.",B1
step by step,C1
step down,C2
step on/in sth,B1
stepfather,B2
stepmother,B2
stereotype,C1
stereotypical,C2
stern,C2
stick,B1
"stick (sth) in/into/through, etc.",B2
stick by sb,C2
stick out,B2
stick to sth,B2
stick together,B2
stick up for sb/sth,C2
stick with sth/sb,B2
sticky,B1
stiff,B2
"stiff drink/whisky/vodka, etc.",C2
still,A2
stimulate,B2
stimulus,C2
stir,B1
stir up sth or stir sth up,C2
stitch,C2
stock,B2
stock market,C1
stocking,C1
stomach,A2
stomach ache,A2
stone,B1
stool,B2
stop,A1
stop at nothing,C1
stop over,B2
stop short of sth/doing sth,C2
stopover,B2
storage,B2
store,B1
store up sth,C1
storey,B2
storm,A2
stormy,B2
story,A2
straight,A2
straight away,B1
straightforward,B2
strain,B2
strand,C2
stranded,C2
strange,A2
strangely,B2
strangely enough,B2
stranger,B1
strap,C2
strategic,C1
strategically,C2
strategy,B2
straw,C1
strawberry,B1
stream,B1
street,A1
strength,B2
strengthen,B2
strenuous,C2
stress,B1
stressed,B1
stressful,B1
stretch,B2
"stretch away/into, etc.",C2
strict,B1
strictly,B2
strictly forbidden/prohibited,B2
strike,B1
strike a balance,C1
strike a match,C2
"strike gold, oil, etc.",C2
strike sb as sth,C2
striker,C1
striking,B2
string,B2
strip,C1
stripe,B1
strive,C2
stroke,B2
stroll,C1
"stroll along/down/through, etc.",C1
strong,A2
strong language,C1
"strong opposition/support, etc.",C2
strongly,B2
structural,C2
structure,B2
structured,C2
struggle,B2
stubborn,B2
stubbornness,C2
stuck,B2
student,A1
studies,A2
studio,B1
study,A1
stuff,B1
"stuff sth in/into/behind, etc.",C2
stumble,C2
stumble across/on/upon sth/sb,C2
stunned,C2
stunning,B2
stupid,B1
stupidity,C2
style,B1
stylish,B1
subconsciously,C2
subject,A1
subject sb/sth to sth,C2
subject to sth,C1
subjective,C1
submit,B2
subsequent,C1
subsequently,C1
subsidy,C1
substance,B2
substantial,B2
substantially,C1
substitute,B2
substitution,C1
subtitles,C1
subtle,C2
suburb,B2
subway,B2
succeed,B1
success,B1
successful,B1
successfully,B2
successive,C2
successor,C1
succumb,C2
such,B2
such a(n),A2
such as,A2
suck,C2
sudden,B2
suddenly,B1
sue,C1
suffer,B2
suffer from sth,B1
sufferer,C2
suffering,B2
sufficient,B2
sufficiently,C1
suffix,B2
sugar,A1
suggest,B1
suggestion,B1
suicide,B2
suit,A2
suitability,C1
suitable,B1
suitably,B2
suitcase,A2
sum,B1
sum up (sth/sb) or sum (sth/sb) up,B2
summarize,C1
summary,B2
summer,A1
summit,C1
summon,C2
sun,A1
sunbathe,B1
Sunday,A1
sunglasses,A2
sunlight,B2
sunny,A2
sunrise,B1
sunset,B1
sunshine,B1
superb,B2
superficial,C2
superficially,C2
superfluous,C2
superior,C1
superiority,C2
superlative,A2
supermarket,A1
supernatural,B2
supervise,B2
supervision,C1
supervisor,C1
supper,A2
supplement,C2
supplementary,C2
supplier,B2
supply,B2
support,B1
supporter,B1
supportive,C1
suppose,C1
suppose/supposing (that),C1
supposedly,C1
suppress,C2
sure,A2
sure enough,C2
surely,B2
surf,A2
surface,B2
surfing,A2
surge,C1
surgeon,C1
surgery,B2
surname,A2
surpass,C2
surplus,C2
surprise,A2
surprised,A2
surprising,B1
surprisingly,B1
surrender,C2
surround,B1
surrounding,B2
surroundings,B2
survey,B2
survival,B2
survive,B2
survivor,B2
suspect,B2
suspend,B2
suspense,C2
suspicion,B2
suspicious,B2
suspiciously,B2
sustain,C2
sustainability,C2
sustainable,C1
swallow,B2
"swallow your anger/disappointment/pride, etc.",C2
swallow your pride,C2
swan,B2
swap,C1
swear,B2
sweat,B2
sweater,A2
sweatshirt,B1
sweep,B2
"sweep along/into/past, etc.",C2
sweet,A1
sweets,A2
swift,C2
swiftly,C2
swim,A1
swimmer,B1
swimming,A2
swimming costume,A2
swimming pool,A1
swing,B2
switch,B1
switch off sth or switch sth off,B1
switch on sth or switch sth on,B1
swollen,B2
sword,B2
syllable,B2
syllabus,C2
symbol,B2
symbolic,C2
sympathetic,B2
sympathize,C2
sympathy,B2
symptom,B2
synonym,C2
synonymous,C2
system,B1
systematic,C2
systematically,C2
table,A1
table tennis,A2
tablet,B1
tabloid,B2
tackle,B2
tact,C2
tactful,C2
tactic,C1
tactless,C2
tail,B2
take,A1
"take a break/rest, etc.",B1
take a deep breath,B2
take a picture/photo(graph),A1
take a risk,B2
take a turn for the better/worse,C2
take account of sth,B2
take advantage of sb/sth,B2
take advantage of sth,B1
take after sb,B2
take an exam,A2
take away sth or take sth away,B1
take back sth or take sth back,B1
take care of sb/sth,B1
take care of sth/doing sth,C1
Take care!,A2
take charge,B2
take control,B2
take down sth or take sth down,B2
take effect,C1
take exception to sth,C2
take in sth or take sth in,C2
take into account sth,B2
take issue (with sb/sth),C1
take it for granted,B2
take it from me,C1
take it/things easy,B1
take its toll,C2
"take milk/sugar, etc.",B2
take note (of sth),C1
take off,A2
take off sth or take sth off,A2
take on sb or take sb on,B2
take on sth or take sth on,C1
take out sb or take sb out,B1
take out sth or take sth out,B1
take over,C2
take over (sth) or take (sth) over,B2
take part,B1
take place,B1
"take pleasure/pride/an interest, etc.",B2
take sb around/round (sth/swh),B2
take sb/sth for granted,B2
take sb/sth seriously,B2
take sb's place,B2
take sb's word for it,B2
take shape,C2
take sth as it comes,C2
take sth into consideration,B2
take sth on board,C1
take sth personally,C1
take sth to heart,C2
take sth/sb seriously,B2
take stock (of sth),C2
take the initiative,C1
take the law into your own hands,C2
take the liberty of doing sth,C1
take the plunge,C2
take the/this opportunity to do sth,B2
take to sb/sth,C1
take turns or take it in turns,B2
take up sth or take sth up,B1
take your breath away,B2
take your time,C1
take/accept/claim responsibility for sth,B2
take/hold sb hostage,C2
takeaway,B1
takeover,C1
tale,B2
talent,B1
talented,B1
talk,A1
talk about sth/doing sth,C2
"talk business/politics, etc.",C1
talk over sth or talk sth over,B2
talk sb into sth/doing sth,B2
talk sb out of sth/doing sth,C2
talk sth through or talk through sth,C2
talkative,C1
talks,C2
tall,A1
tan,B2
tangible,C2
tank,C1
tap,B1
target,B2
"target audience/market, etc.",C2
task,B2
taste,B1
"taste good/bad/sweet, etc.",B1
tasteful,C2
tasteless,C1
tasty,B1
tax,B1
taxi,A1
taxpayer,C2
tea,A1
teach,A1
teach sb a lesson,C2
teacher,A1
teaching,B1
team,A2
teamwork,C1
tear,B1
tear apart sth or tear sth apart,C2
tear down sth or tear sth down,C2
"tear sth out of/off/down, etc.",C1
tear up sth or tear sth up,C1
tease,B2
teaspoon,B2
technical,B2
technically,C1
technician,C1
technique,B1
techno,C1
technological,B2
technologically,C1
technology,B1
tedious,C1
teenage,B1
teenager,A2
telecommunications,B2
telephone,A2
telescope,B2
television,A1
tell,A1
tell off sb or tell sb off,B2
tell sb how/what/when to do sth,B1
tell sb to do sth,A2
tell the difference,C1
telly,C1
temper,B2
temperature,A2
temple,B1
temporarily,B2
temporary,B1
temptation,B2
ten,A1
tenant,C2
tend to do sth,B2
tendency,C1
tender,C2
tenderness,C2
tennis,A1
tense,B1
tension,B2
tent,B1
term,A2
terminal,B2
terms,B2
terrace,B2
terrible,A2
terribly,B1
terrific,B1
terrified,B1
terrify,B2
terrifying,B2
territorial,C2
territory,B2
terror,B2
terrorism,B2
terrorist,B2
tertiary,C1
test,A1
testify,C2
text,A2
text message,A2
textbook,A2
texture,C1
than,A1
thank,A2
thank God,B1
thank you,A1
thankful,C1
thankfully,C1
thanks,A1
thanks to sb/sth,B2
that,A1
that is (to say),C1
that kind of thing,B1
that sort of thing,B1
that's all right,A2
that's alright,A2
that's it,B1
that's that,C1
the,A1
the air,B2
the animal/plant kingdom,C2
the army,B1
the atmosphere,B2
the back,A2
the basics,B2
the beauty of sth,C2
the best,B1
the best/better part of sth,C2
"the best/cheapest/worst, etc. possible",C1
"the best/worst, etc. yet",B2
the blind,C1
the bottom line,C2
the bulk of sth,C1
the bush,C2
the charts,B2
the cleaner's,C1
"the club/gay/music, etc. scene",B2
the cold,B1
the country,A2
the crack of dawn,C2
the cream of sth,C1
the dark,B1
the dawn of sth,C1
"the day/week/year, etc. before last",B2
the deceased,C2
the defence,C2
"the desired effect/result/shape, etc.",C2
the dishes,A2
the early/small hours,C2
the east,A2
the eighties,B2
the elder,B2
the elderly,C1
the eldest,B2
"the English/law/science, etc. faculty",C1
the environment,B1
the extent to which,C2
the fabric of sth,C2
the fact (of the matter) is,B2
the far left/right,C2
the fast lane,C2
the fifties,B2
the final/last straw,C1
the first,B1
the first floor,B1
the first person,B2
the focus of sth,C1
the following,B2
"the following day/morning, etc.",B1
the foot of sth,C1
the former,B2
the forties,B2
the front,A2
the frontiers of sth,C2
the fruit(s) of sth,C2
the future,A2
